Instance_ID	Group_ID
I2353	Hungary_EarlyC_Tiszapolgar
I2354	Hungary_EarlyC_Tiszapolgar
I2356	Hungary_EarlyC_Tiszapolgar
I2395	Hungary_EarlyC_Tiszapolgar
I2364	Hungary_EBA_BellBeaker
I2365	Hungary_EBA_BellBeaker
I2786	Hungary_EBA_BellBeaker
I2787	Hungary_EBA_BellBeaker
I3528	Hungary_EBA_BellBeaker
I3529	Hungary_EBA_BellBeaker
I5015	Hungary_EBA_BellBeaker
I4178	Hungary_EBA_BellBeaker
I7044	Hungary_EBA_BellBeaker
I7045	Hungary_EBA_BellBeaker
I1502	Hungary_EBA_Mako
I7040	Hungary_EBA_Protonagyrev
I7043	Hungary_EBA_Protonagyrev
I1507	Hungary_EN_HG_Koros
I4971	Hungary_EN_HG_Koros
I1508	Hungary_EN_Koros
I2374	Hungary_EN_Koros
I2794	Hungary_EN_Koros
I2373_all	Hungary_EN_Koros
I0174	Hungary_EN_Starcevo
I1876	Hungary_EN_Starcevo
I1880	Hungary_EN_Starcevo
I1877_all	Hungary_EN_Starcevo
SZ12	Hungary_Langobard
SZ14	Hungary_Langobard
SZ16	Hungary_Langobard
SZ19	Hungary_Langobard
SZ23	Hungary_Langobard
SZ24	Hungary_Langobard
SZ27	Hungary_Langobard
SZ28	Hungary_Langobard
SZ30	Hungary_Langobard
SZ31	Hungary_Langobard
SZ32	Hungary_Langobard
SZ37	Hungary_Langobard
SZ38	Hungary_Langobard
SZ40	Hungary_Langobard
SZ41	Hungary_Langobard
SZ42	Hungary_Langobard
SZ7	Hungary_Langobard
SZ9	Hungary_Langobard
SZ11.SG	Hungary_Langobard.SG
SZ15.SG	Hungary_Langobard.SG
SZ2.SG	Hungary_Langobard.SG
SZ3.SG	Hungary_Langobard.SG
SZ36.SG	Hungary_Langobard.SG
SZ4.SG	Hungary_Langobard.SG
SZ43.SG	Hungary_Langobard.SG
SZ45.SG	Hungary_Langobard.SG
SZ5.SG	Hungary_Langobard.SG
I1497	Hungary_LateC_Baden
I2368	Hungary_LateC_Baden
I2369	Hungary_LateC_Baden
I2370	Hungary_LateC_Baden
I2371	Hungary_LateC_Baden
I2752	Hungary_LateC_Baden
I2753	Hungary_LateC_Baden
I2754	Hungary_LateC_Baden
I2755	Hungary_LateC_Baden
I2763	Hungary_LateC_Baden
I2785	Hungary_LateC_Baden
I2366_published	Hungary_LateC_Baden
I2367_published	Hungary_LateC_Baden
I2788	Hungary_LateC_Protoboleraz
I2789	Hungary_LateC_Protoboleraz
I2790_published	Hungary_LateC_Protoboleraz
I2791_published	Hungary_LateC_Protoboleraz
BR2.SG	Hungary_LBA.SG
NE1.SG	Hungary_LBK_MN.SG
I5116	Hungary_LC_EBA_Baden_Yamnaya
I5117	Hungary_LC_EBA_Baden_Yamnaya
I5118	Hungary_LC_EBA_Baden_Yamnaya
I5119	Hungary_LC_EBA_Baden_Yamnaya
I1495	Hungary_LN_Lengyel
I1899	Hungary_LN_Lengyel
I1900	Hungary_LN_Lengyel
I1901	Hungary_LN_Lengyel
I1906	Hungary_LN_Lengyel
I2352	Hungary_LN_Lengyel
I1902_published	Hungary_LN_Lengyel
I1905_published	Hungary_LN_Lengyel
I1890	Hungary_LN_Sopot
I1891	Hungary_LN_Sopot
I1893	Hungary_LN_Sopot
I4184	Hungary_LN_Sopot
I4185	Hungary_LN_Sopot
I0449	Hungary_LN_Tisza
I2358	Hungary_LN_Tisza
I2359	Hungary_LN_Tisza
I2387	Hungary_LN_Tisza
I2746	Hungary_LN_Tisza
I0447_published	Hungary_LN_Tisza
RISE349.SG	Hungary_Maros_EBA.SG
RISE371.SG	Hungary_Maros_EBA.SG
RISE373.SG	Hungary_Maros_EBA.SG
RISE374.SG	Hungary_Maros_EBA.SG
RISE247.SG	Hungary_MBA_Vatya.SG
RISE254.SG	Hungary_MBA_Vatya.SG
RISE479.SG	Hungary_MBA_Vatya.SG
RISE480.SG	Hungary_MBA_Vatya.SG
RISE483.SG	Hungary_MBA_Vatya.SG
RISE484.SG	Hungary_MBA_Vatya.SG
DA199.SG	Hungary_Medieval.SG
I7042	Hungary_MN
I2357_all	Hungary_MN
I1500	Hungary_MN
I1499	Hungary_MN
I4186	Hungary_MN
I4187	Hungary_MN
I2383	Hungary_MN
I2384_published	Hungary_MN
I2743	Hungary_MN
I2744	Hungary_MN
I2745	Hungary_MN
I2380	Hungary_MN
I2382	Hungary_MN
I2375	Hungary_MN
I2377	Hungary_MN
I2378	Hungary_MN
I2379	Hungary_MN
I0176	Hungary_MN_LBK
I1496	Hungary_MN_LBK
I1882	Hungary_MN_LBK
I1883	Hungary_MN_LBK
I1904	Hungary_MN_LBK
I3536	Hungary_MN_LBK
I4196	Hungary_MN_LBK
I2739_published	Hungary_MN_LBK
I1885	Hungary_MN_Vinca
I1887	Hungary_MN_Vinca
I1889	Hungary_MN_Vinca
I1894	Hungary_MN_Vinca
I1896	Hungary_MN_Vinca
I1895_published	Hungary_MN_Vinca
IR1.SG	Hungary_Prescythian_IA.SG
DA191.SG	Hungary_Scythian.SG
DA194.SG	Hungary_Scythian.SG
DA195.SG	Hungary_Scythian.SG
DA197.SG	Hungary_Scythian.SG
DA198.SG	Hungary_Scythian.SG
